cat_1,cat_2,cat_3,cat_4,day,month,target
0,Green,Circle,Average,4,1,0.225472751
0,Red,,Big,7,5,1.824918272
0,Blue,Trapezoid,Small,3,5,1.297184105
0,Red,Circle,Small,3,11,1.761400881
0,Red,Trapezoid,Average,7,4,-2.180800291
0,Red,Triangle,Average,5,3,3.654248814
0,Red,Trapezoid,Big,6,5,3.572084959
0,Red,Circle,Small,3,11,-0.9977773591
0,Red,Circle,Average,4,5,5.246410223
1,Blue,Trapezoid,Big,6,8,3.317055423
0,Red,Triangle,Small,2,2,2.80544606
1,Blue,Triangle,Small,6,9,3.588875766
0,Green,Polygon,Small,2,8,6.454168622
,Blue,Triangle,Average,3,3,-1.464825676
0,Red,Polygon,Big,7,7,-0.8178655333
0,Blue,Polygon,Big,3,1,2.250612851
1,Blue,Trapezoid,Big,1,,3.91245342
0,Red,Triangle,Average,1,6,5.495331331
0,Red,Triangle,,7,1,-0.1147626412
1,Red,Polygon,Average,3,12,-0.1571558376
0,Red,Triangle,Average,1,8,0.9346783088
0,Red,Triangle,Small,2,3,0.02515042186
0,Red,Circle,Small,6,8,4.217732833
1,Red,Polygon,Average,7,12,-1.214852428
0,Red,Polygon,Average,2,8,2.693030188
0,Red,Triangle,Average,5,,-0.2795737298
0,Red,Polygon,Small,2,7,1.423452396
0,Red,Polygon,Small,5,6,0.2039828271
0,Red,Triangle,,2,6,0.2022639181
0,Red,Trapezoid,Small,7,5,-0.7548128473
0,Blue,Triangle,Big,5,8,4.984142782
0,Blue,Triangle,Big,7,8,2.618147856
0,Red,Triangle,Average,5,2,2.419095407
0,Red,Square,Small,7,1,1.459370938
0,Red,Polygon,Small,5,5,-2.910076991
0,Red,Triangle,Average,3,11,2.435135166
0,,Trapezoid,Big,1,5,-0.3680581424
0,Blue,Triangle,Big,5,11,1.792455246
0,Blue,Polygon,Small,2,1,3.669641795
0,Blue,Circle,Big,7,2,1.302428967
0,Blue,,Average,6,5,-1.014143182
0,Red,Triangle,Big,5,3,8.591456977
0,Green,Triangle,Big,3,2,0.05970453861
0,Red,Square,Big,3,11,1.151484866
0,Red,Trapezoid,Big,1,3,3.531428556
0,Blue,Triangle,Small,2,11,3.079830577
0,Blue,Trapezoid,Small,6,6,1.340890898
0,Blue,Trapezoid,Small,7,8,6.68719272
0,Blue,Trapezoid,Small,1,11,-4.047783461
0,Blue,Trapezoid,Small,3,8,-0.8319654833
0,Red,Polygon,Small,5,12,-0.5182767696
0,Red,Polygon,Small,4,7,5.480326985
0,Red,Trapezoid,Big,7,4,-1.3222066
1,Blue,Triangle,Small,5,11,1.213727329
0,Red,Circle,Average,3,1,2.586125605
0,Red,Triangle,Big,5,1,3.002248584
1,Blue,Trapezoid,Average,3,11,2.53562674
0,Red,Triangle,Big,1,12,7.97856976
0,Red,Polygon,Small,5,7,0.2794577702
0,Blue,Circle,Big,3,5,0.1116787055
0,Red,Star,Average,2,6,3.830275717
0,Blue,Square,Small,3,11,-0.1409679086
0,Blue,Polygon,Average,3,8,-0.4485507142
0,Red,Trapezoid,Average,2,8,0.6582106765
0,Red,Circle,Small,2,12,-0.01740048523
0,Red,Trapezoid,Small,6,4,-3.4821006
0,Red,Triangle,Big,2,5,-1.54168577
0,Blue,Trapezoid,Big,5,1,-2.47007793
0,Red,Trapezoid,Average,6,8,1.637830079
0,Blue,Circle,Small,5,8,0.3980566131
1,Green,Polygon,Big,2,5,1.83871257
0,Red,Trapezoid,Average,7,5,3.882112533
1,Red,Polygon,Small,1,1,-1.642693094
0,Blue,Trapezoid,Big,6,12,1.229542914
0,Blue,Polygon,,2,8,2.730676124
0,Red,Circle,Big,1,5,3.684821781
0,Red,Triangle,Small,4,8,0.7626776789
0,Blue,Polygon,Big,5,8,1.798114461
0,Blue,Trapezoid,Big,1,6,1.154775094
0,Green,Triangle,Small,3,10,1.226164714
0,Red,Circle,Average,3,6,4.543446248
0,Blue,Polygon,Big,3,11,6.461734863
0,Red,Triangle,Average,5,8,1.705768319
0,Green,Trapezoid,Big,1,5,-0.3973847324
0,Red,Trapezoid,Small,2,5,-1.511173766
0,Red,Trapezoid,Big,3,5,4.031708326
0,Red,Triangle,Big,5,5,10.44759107
0,Red,Triangle,Average,7,5,3.563885085
0,Green,Triangle,Big,1,3,1.254377969
0,Blue,Polygon,Average,2,3,4.040039032
0,Red,Triangle,Small,3,4,-0.7237750052
0,Blue,Polygon,Small,1,2,-1.384856949
0,Blue,Polygon,Average,7,8,-2.221961909
0,Red,Triangle,Small,7,5,5.736954797
0,Red,Circle,Small,1,2,-1.7814993
0,Red,Circle,Average,5,12,-0.3669922014
1,Red,Circle,Small,5,7,-2.645672128
1,Red,Polygon,Small,7,2,5.09224208
0,Blue,Polygon,Small,4,1,6.6077614
0,Red,Trapezoid,Big,1,5,-0.7151016627
0,Red,Polygon,Big,2,2,2.273330342
0,Blue,Triangle,Small,1,1,2.208612824
0,Red,Circle,Average,1,2,-0.8857895768
0,Red,Trapezoid,Big,2,11,-1.31099072
0,Red,Triangle,Small,5,12,2.461314033
0,Red,Polygon,Average,,9,0.8344454047
0,Blue,Triangle,Average,1,6,3.245081104
0,Blue,Trapezoid,Average,5,11,1.032902842
1,Blue,Triangle,Small,5,5,0.9171584399
0,Red,Circle,Big,5,1,1.165456081
0,Green,Circle,Small,,5,-1.10462107
0,Red,Trapezoid,Average,7,8,0.73587908
0,Green,Triangle,Small,2,,-3.637630692
0,,Polygon,Big,6,3,5.865439697
0,Blue,Star,Small,5,2,-0.4936650785
0,Red,Triangle,Big,7,9,2.730789534
0,Green,Triangle,Big,2,3,1.632882701
0,Red,Diamond,Average,1,3,1.224877411
0,,,Big,2,8,1.428544996
0,Red,Polygon,,3,7,-0.02111245118
0,Blue,Polygon,Average,3,11,-3.14632775
0,Blue,Triangle,Big,7,10,1.928455113
0,Blue,Trapezoid,Small,3,3,4.848980712
0,Blue,Circle,Big,6,7,6.711422087
0,Red,Circle,Average,6,6,6.157346872
0,Red,Polygon,Small,7,5,6.827047402
0,Red,Star,Average,6,12,0.5285654993
0,Red,Circle,Big,3,1,-2.332408687
,Red,Circle,Average,1,5,4.258343628
0,Blue,Trapezoid,Average,5,5,3.000840172
0,Red,Polygon,Big,2,12,-0.228162914
0,Green,Trapezoid,Big,2,2,-0.2127913817
0,Blue,Polygon,Average,2,10,2.44512071
1,,Triangle,Average,3,7,7.268631797
0,Red,Polygon,Small,4,11,-4.235692745
0,Red,Polygon,Small,5,4,3.474390569
,Green,Polygon,Big,1,,-0.5514371661
0,Blue,Polygon,Big,5,3,4.438049056
0,,Triangle,Big,6,7,2.899870258
0,Blue,Trapezoid,Small,7,8,3.637582173
0,Blue,Polygon,Average,2,7,4.109070247
0,Blue,Triangle,Small,5,8,4.514733131
0,Blue,Polygon,Big,5,3,0.516333139
0,Red,Polygon,Average,3,6,3.498830069
0,Blue,Polygon,Average,2,9,2.290927549
0,,Circle,Average,2,3,1.025381657
0,Blue,Circle,Big,,11,-1.527033802
0,Red,Trapezoid,Average,7,11,-0.3566232715
0,Red,Polygon,Small,1,3,-2.833711855
0,Blue,Polygon,Average,5,12,6.079971303
1,Blue,Square,Small,4,9,2.258232181
0,Green,Polygon,Small,5,5,6.549722073
1,Blue,Square,Small,5,9,0.2119819187
0,Red,Polygon,Small,1,6,0.8205197658
1,Red,Polygon,Small,7,,-3.543719043
0,Red,Polygon,Big,3,7,0.09992007304
0,Blue,Triangle,Big,4,11,2.200803883
0,Blue,Polygon,Small,6,6,-0.4849874825
0,Red,Polygon,Big,6,3,-0.02089697074
0,Red,Triangle,Small,5,,-0.002961245233
0,Red,Polygon,Big,7,5,1.335474012
0,Red,Polygon,Average,3,1,7.450991279
0,Green,Polygon,Small,4,3,3.897551855
0,Red,Circle,Big,5,7,1.388597858
0,Blue,Polygon,Small,3,9,0.1260251487
0,Blue,Polygon,Big,5,6,-3.754452941
0,Green,Circle,Small,4,5,3.975895588
0,Blue,Triangle,Average,5,7,-3.024228652
1,Red,Polygon,Small,2,12,3.630636102
0,Blue,Triangle,Average,3,9,1.004674513
0,Red,Triangle,,7,7,7.449320613
1,Blue,Polygon,Small,6,2,1.52219107
1,Blue,Trapezoid,Small,7,3,4.535958316
0,Blue,Polygon,Small,5,7,0.3601528298
0,Blue,,Small,2,6,5.26790945
0,Red,Circle,,2,12,4.599453799
0,Red,Triangle,Small,2,8,3.296614511
1,Blue,Square,Average,5,7,1.532227841
0,Red,Square,Average,2,8,3.594833833
0,Red,Circle,Big,3,1,6.820439208
1,Blue,Trapezoid,Big,5,5,1.765275089
0,Red,Trapezoid,Small,,8,6.264566426
0,Green,Polygon,Big,3,6,-1.939771112
0,Blue,Triangle,Big,7,1,-0.3671582788
0,Blue,Triangle,Average,1,8,-0.9324317633
0,Red,Trapezoid,Small,6,12,-2.366155843
0,Blue,Polygon,Small,1,6,-0.1801877474
0,Blue,Polygon,,3,2,-0.2058966047
0,Green,Polygon,,6,3,6.132141471
0,Green,Polygon,,2,6,8.723331374
0,Red,Polygon,Big,1,12,4.636950535
0,Red,Polygon,Big,5,11,1.364622164
1,Blue,Circle,Small,1,5,-0.6651588427
0,,Circle,Small,2,11,0.3734499854
0,Red,Polygon,Small,6,6,-0.0447050173
0,Red,Heart,Average,6,12,-0.9098089454
0,Red,Trapezoid,Big,4,12,-0.01211657323
0,Red,Triangle,Small,6,2,0.9314500406
0,Red,Polygon,,3,8,-0.6187813354
0,Blue,Polygon,Average,5,5,3.224949808
0,Blue,Circle,Small,2,1,6.57933548
0,Blue,Polygon,Small,7,2,-1.406358603
0,Blue,Circle,Big,1,1,2.976610984
0,Red,Trapezoid,Big,5,,1.710816394
0,Blue,Triangle,Big,6,2,3.12976786
0,Red,Triangle,Small,3,1,6.797431778
0,Red,Triangle,Small,2,1,-0.3233383537
0,Blue,Star,Small,6,12,3.018772715
1,Red,Triangle,Small,7,3,0.2879322055
0,Blue,Circle,Small,7,6,-3.972730748
0,Red,Circle,Average,6,3,2.995120731
0,Green,Square,Average,6,1,0.08448225701
0,Blue,Trapezoid,Average,2,3,4.888015096
0,Red,Trapezoid,,6,12,0.8286053602
1,Red,Square,Small,3,7,1.967101745
0,Red,Circle,Big,4,6,-0.9024592668
0,Red,Triangle,Average,1,11,5.052343097
0,Blue,Polygon,Big,5,4,3.168386371
0,Blue,Triangle,Average,6,12,-3.90217425
0,Red,Triangle,Small,7,8,1.928201285
0,,Square,Average,6,3,4.423507198
0,Red,Polygon,Small,5,6,0.134296515
0,Blue,Triangle,Average,6,4,4.77898667
0,Red,Triangle,Average,1,11,2.910938323
0,Green,Polygon,Big,3,12,1.87811494
0,Green,Polygon,Big,7,12,-3.336366555
0,Blue,Polygon,Average,6,12,-0.7568492271
0,Red,Polygon,Average,6,2,1.643017382
0,Blue,Polygon,Big,1,1,6.661766939
0,Green,Polygon,Big,6,3,3.138667389
0,Green,Polygon,Small,3,12,1.276731397
0,Red,Polygon,Big,5,12,3.609289669
0,Red,Triangle,Small,2,1,1.662144322
1,Blue,Triangle,,6,12,3.899669878
0,Red,Polygon,Average,5,12,6.692391043
0,Red,Polygon,Average,3,12,1.503483457
0,Blue,Star,Big,2,5,2.488353657
0,Red,Circle,Average,2,3,9.211088293
0,Red,Circle,Small,1,7,2.816296478
0,Red,Triangle,Big,6,8,1.604359239
1,Red,Triangle,Average,3,8,-0.2945738595
0,Green,Trapezoid,Small,1,12,0.5958399023
0,Blue,Polygon,Small,6,4,-0.472326125
0,Red,Triangle,Big,5,3,-0.2970037613
,Blue,Polygon,Average,3,7,3.218899107
,Red,Triangle,Average,5,3,3.348749798
0,Red,Polygon,,2,8,4.738544454
0,Red,Triangle,Big,3,3,6.354007839
0,Blue,Triangle,Small,7,8,1.485361834
0,Red,Polygon,Average,2,8,1.908480124
0,Green,Polygon,Small,6,5,6.503238437
0,Red,Polygon,Small,1,6,6.84213116
0,Red,Triangle,Small,3,6,0.9275410461
0,Red,Triangle,Average,2,,-0.7750801778
,Red,Polygon,Small,1,1,2.605809904
0,Red,Triangle,Small,2,7,1.222073096
0,Red,Circle,Big,3,1,-3.274240999
0,Red,Triangle,Small,5,6,-0.6025215888
0,Red,Triangle,Big,7,5,0.2543947453
0,Green,Triangle,Small,1,3,-5.064746471
0,Red,Polygon,Big,,3,2.580049508
0,Red,Circle,Small,6,6,-0.8313161931
0,Red,Trapezoid,Big,1,3,3.860644347
1,Red,Polygon,Big,2,3,2.3375467
0,Blue,Square,Small,2,1,0.7974229228
,Red,Polygon,Big,4,12,1.220374698
,Blue,Triangle,,6,6,1.248710038
0,Blue,Trapezoid,Average,1,3,5.843464702
0,Blue,Trapezoid,,5,5,2.328514267
0,Blue,Trapezoid,Small,3,6,0.7735591885
0,Red,Polygon,Big,3,8,1.389152667
0,Blue,Trapezoid,Average,2,12,5.262441869
0,Red,Circle,Average,6,12,2.532502696
1,Blue,Circle,Big,3,3,1.540592065
0,,Circle,Average,5,6,3.564833379
0,Blue,Polygon,Average,6,7,-2.925315671
0,Red,Trapezoid,Big,5,9,3.780988386
0,Blue,Polygon,Average,6,11,2.054710868
0,Green,Polygon,Small,6,7,0.9294503385
0,Red,Trapezoid,Small,6,7,2.652698642
0,Blue,Trapezoid,Big,6,2,2.138141442
0,Red,Polygon,Small,2,8,4.886034583
0,Blue,Trapezoid,Big,1,6,0.7830006079
0,Red,Polygon,Big,5,12,1.283490762
0,Red,Square,Big,3,6,-3.769217955
0,Red,Triangle,Big,6,8,1.55998592
0,Blue,Circle,Average,7,8,3.770966539
0,Blue,Triangle,Small,3,11,-0.005440290619
,Green,Circle,Average,3,,4.943532564
0,Red,Trapezoid,Average,2,12,0.8266713078
0,Blue,Trapezoid,Small,7,8,0.2451619789
0,Red,Triangle,Small,5,5,5.30416285
0,Blue,Polygon,Big,7,8,3.395512698
0,Green,Polygon,Small,7,2,-0.4283049046
0,Red,Triangle,Big,6,2,2.491897455
0,Blue,Trapezoid,Big,5,5,11.07657119
1,Green,Trapezoid,Small,4,1,8.242521629
0,Green,Triangle,Big,5,5,-1.378760346
1,Red,Triangle,Big,2,2,0.03265020383
0,Blue,Polygon,Average,1,3,7.195519798
0,Red,Trapezoid,Big,1,11,-4.010187263
0,Red,Triangle,Small,7,3,-0.333085939
0,Blue,Polygon,Big,7,9,-0.3391353781
0,Blue,Polygon,Average,4,8,0.8937865608
0,Blue,Polygon,Average,6,1,1.565827954
,Red,Trapezoid,Average,2,3,3.113889193
0,Red,Circle,Small,6,8,-1.086631439
0,,Trapezoid,Small,5,11,-0.08291079576
0,Blue,Polygon,Big,7,6,8.018882022
0,Blue,Circle,Big,3,3,0.6085017102
1,Blue,Trapezoid,Big,2,11,1.534229368
0,,Polygon,Small,6,3,-3.801203881
0,Red,,Small,6,7,1.75662158
0,Blue,Trapezoid,Small,7,2,1.122065047
0,Red,Polygon,Small,7,3,-0.1750341802
1,Blue,Circle,Big,1,6,3.544114146
0,Red,Polygon,Average,3,8,3.945361094
0,Red,Circle,Average,2,7,1.170060956
0,Red,Circle,Small,7,12,0.7342739498
0,Blue,Polygon,Small,6,11,3.136676595
,Red,Polygon,Big,3,8,2.196418473
0,Green,Triangle,Average,6,11,1.203141923
0,Red,Trapezoid,Small,3,9,-0.8305762724
0,Red,Polygon,Average,3,1,0.466973526
0,Green,,Big,5,11,0.8151387881
0,Red,Triangle,Average,2,12,5.947911178
0,Blue,Polygon,Small,3,8,0.6247332879
0,Red,Trapezoid,,7,2,2.667431731
0,Red,Square,Small,2,8,0.9758354154
,Red,Triangle,Big,3,7,-1.058656817
0,Red,Trapezoid,Average,3,8,0.4788790673
0,Blue,Trapezoid,Small,5,8,2.025878077
0,Blue,Circle,Big,1,4,-1.388255816
0,Blue,Triangle,Small,6,1,-4.249795332
0,,Square,Big,5,12,6.808144464
0,,Polygon,Average,7,6,3.862446415
0,Blue,Circle,Big,7,3,0.8393311816
0,Blue,Polygon,,1,,-1.778306583
0,Red,Star,Big,3,7,3.236652497
0,Blue,Trapezoid,Big,3,12,2.44532648
,Red,Triangle,Average,2,3,2.340311923
0,Blue,Triangle,Big,6,6,-1.593863513
0,Green,Polygon,Small,5,5,3.967879203
0,Red,Triangle,Small,3,6,-1.639246087
0,Red,Trapezoid,Average,,4,-1.621114039
0,Red,Circle,Small,7,8,-0.1959368431
0,Red,Polygon,Average,3,1,4.078134264
0,Blue,Triangle,Average,7,8,1.043886806
0,Blue,Polygon,Average,5,12,1.564481684
0,Red,Polygon,Average,2,3,3.787628316
0,,Triangle,Big,7,2,8.67866744
0,Blue,Triangle,Small,7,3,6.698791418
0,Green,Polygon,Average,5,6,7.674968575
1,Blue,Trapezoid,Small,6,5,2.769198464
0,Red,Polygon,Small,5,3,-3.661659031
0,Red,Triangle,Big,1,5,-0.0147411748
1,Blue,Circle,Average,,3,0.8508280036
1,Blue,Trapezoid,Average,7,11,-2.045182734
0,Blue,Polygon,Small,3,11,5.395262906
0,Red,Triangle,Small,2,6,0.2700179702
0,Blue,Triangle,Small,5,5,3.551787411
0,Red,Triangle,Average,1,1,6.963157938
1,Red,Triangle,Big,2,3,7.142893087
0,Red,Trapezoid,Small,2,2,1.06924818
0,Blue,Triangle,Small,6,8,-2.775147225
0,Blue,Trapezoid,Big,6,7,5.424287066
0,Red,Circle,Average,1,12,1.391353215
0,Red,Star,Big,1,5,1.006199154
0,Red,Circle,Average,7,7,0.9355465922
0,Red,Trapezoid,Average,3,5,2.69406437
,Red,Polygon,Average,3,5,2.701797263
0,Blue,Triangle,Small,2,11,2.989794561
0,Red,Trapezoid,Big,7,2,3.457682921
0,Blue,Polygon,Small,6,6,2.01960444
0,Red,Trapezoid,Average,1,6,1.106035541
0,Green,Polygon,Big,,12,4.155577123
0,Red,Polygon,Small,5,11,-0.6773999599
1,Red,Triangle,Average,5,7,2.760089815
0,Red,Trapezoid,Small,1,8,2.060221647
0,Blue,Triangle,Average,7,1,1.96412194
0,Blue,Trapezoid,Big,4,2,5.548521087
0,Red,Square,Big,2,8,-5.475038333
0,Red,Polygon,Small,3,4,1.446622416
1,Blue,Triangle,Big,6,6,5.094192706
0,Blue,Triangle,Average,7,7,-2.635718808
0,Green,Polygon,Big,1,1,-0.2535353099
0,Blue,Trapezoid,Big,4,12,0.3239343419
0,Red,Polygon,Big,5,2,8.386334585
0,Blue,Triangle,Small,2,7,3.082172835
0,Blue,Triangle,Big,3,12,-2.960327852
0,Red,Circle,Small,2,3,6.545328041
0,Blue,Triangle,Big,7,5,-0.2417212735
0,Blue,Polygon,Small,5,5,7.614309412
0,Red,Polygon,Big,1,5,0.9426627436
1,Red,Trapezoid,Small,2,2,4.515955249
0,Blue,Polygon,Small,3,8,3.383167631
0,Blue,Triangle,Average,3,11,2.097161953
0,Red,Trapezoid,Small,3,3,0.1272398354
0,Blue,Triangle,Average,5,5,6.365012593
0,Blue,Triangle,Small,6,12,-2.287793134
0,Red,Circle,Big,2,6,1.573740428
0,Blue,Polygon,Small,3,6,-1.307352716
0,Red,Trapezoid,Average,2,9,0.02920492773
0,Blue,Square,Average,5,1,2.389267281
0,Red,Polygon,,6,8,1.748105861
0,Red,Circle,Small,6,8,3.912738398
,Blue,,Average,3,2,7.534094558
0,Red,Triangle,Average,,1,5.286549367
0,Red,Triangle,Small,3,6,-3.349813495
1,Red,Circle,Small,5,12,-0.6519781477
0,Blue,Circle,Small,3,11,2.014976929
0,Red,Triangle,Small,6,3,1.19071677
1,Red,Circle,Big,2,1,-3.836595816
0,Blue,Polygon,Big,1,9,-2.057333769
0,Green,Polygon,Big,1,6,0.234839747
0,Red,Polygon,Big,4,2,4.181639455
0,Red,Trapezoid,Small,2,8,-1.31202547
1,Blue,Trapezoid,Small,5,6,8.180346697
0,Red,Trapezoid,Small,5,12,-0.4163111553
0,Red,Circle,Average,5,5,-0.4614933937
1,Red,Triangle,Small,3,8,-2.084839477
0,Green,Triangle,Big,2,7,2.583199023
,Blue,Polygon,Small,3,1,-0.140640909
0,Red,Circle,Big,7,5,2.900453231
0,Red,Polygon,Small,3,11,4.819865049
0,Blue,Circle,Small,2,7,0.4106465026
0,Blue,Polygon,Big,4,6,5.166529402
0,Blue,Trapezoid,Big,7,11,0.4853680544
0,Red,Circle,Average,5,7,-1.028797457
0,Green,Triangle,Small,6,8,3.280698247
0,Blue,Circle,Average,5,7,5.476409761
0,Blue,Triangle,Big,3,2,1.555253173
0,Red,Trapezoid,Big,6,,2.732721453
0,Blue,Polygon,,5,1,-0.2647164186
0,Green,Polygon,Big,7,6,5.192658504
0,Red,Polygon,Average,,3,3.036189629
0,Red,Circle,,5,1,3.749071921
0,Blue,Polygon,Average,6,12,5.784234285
0,Blue,Trapezoid,Big,7,3,-1.149417793
0,Red,Triangle,Small,3,5,4.254143123
0,Red,Polygon,Big,6,1,6.305311658
0,Red,Trapezoid,Average,6,7,3.269139673
0,Red,Polygon,Small,3,8,-0.2442032955
0,Blue,Trapezoid,Small,3,6,4.344982139
0,Red,Polygon,Big,5,11,3.068498516
0,,Circle,Big,1,5,0.6213450811
0,Blue,Trapezoid,Big,3,4,1.577710575
0,Blue,Trapezoid,Average,3,2,-0.5686783617
0,Red,Triangle,Big,,12,-4.577347396
0,Red,Triangle,Small,6,7,2.585641804
0,Blue,Square,Small,5,3,-0.009659432711
0,Blue,Trapezoid,Average,1,5,5.689031932
1,Red,Circle,Average,1,8,1.192334801
0,Blue,Polygon,Average,5,3,0.1406922727
1,Red,Trapezoid,Small,3,12,3.555904908
1,Blue,Triangle,Small,7,8,1.814517793
0,Red,Polygon,Small,3,1,-1.214291995
0,Red,Circle,Small,1,8,0.06989838249
0,Green,Polygon,Big,5,12,3.290665864
0,Red,Triangle,,7,12,1.392179082
0,Blue,Triangle,,7,1,4.437014999
0,Blue,Trapezoid,Small,4,12,-2.065353012
0,Green,Triangle,Small,3,6,3.398487592
0,Green,Triangle,,6,2,2.406558367
0,Green,Triangle,Big,6,1,-1.126973864
0,Blue,Trapezoid,Big,3,7,0.9381399879
0,Blue,Trapezoid,,2,6,4.083270586
,Blue,Circle,Average,3,3,-0.9113748687
1,,Triangle,Big,1,11,4.788066212
0,Blue,Polygon,Small,1,5,1.010336488
0,Red,Triangle,Small,3,7,-1.003371835
0,,,Big,6,6,-1.172545955
1,Red,Triangle,Big,1,6,11.106907
0,Blue,Circle,Average,6,3,2.22071404
0,Blue,Square,Big,6,6,-0.2407242681
0,Red,Circle,Big,,7,2.263446348
0,Red,Triangle,Average,5,7,0.1753993889
0,Red,Trapezoid,Small,6,5,0.0434859844
1,Blue,Square,Big,3,1,1.599892831
0,Red,Triangle,Average,6,6,1.707178008
0,Red,Polygon,Small,5,12,3.329974989
0,Red,Triangle,Big,5,3,-2.702969156
0,Red,Circle,Big,7,6,1.05935269
0,Red,Square,Big,3,3,-1.905478806
0,Red,Trapezoid,Big,3,5,0.8728394023
0,Red,Triangle,Small,1,6,1.151373006
0,Red,Polygon,Small,6,11,-4.773096587
0,Blue,Polygon,Big,4,5,1.554032615
,Red,Trapezoid,Small,5,5,-0.4549395289
0,Blue,Heart,Average,6,11,0.05555818731
0,Blue,Polygon,Small,1,12,2.032875238
0,Red,Polygon,Big,7,8,5.280859428
0,Blue,Trapezoid,Average,7,12,3.250640454
0,Red,Polygon,Average,1,3,-0.01571408411
0,Red,Square,Small,5,5,1.546522171
0,Blue,Trapezoid,Small,2,6,4.305910134
0,Red,Square,Small,3,2,1.362509947
0,Blue,Triangle,Average,1,4,-1.980152033
0,Blue,Trapezoid,Average,7,5,-0.8712095743
0,Blue,Triangle,Average,7,2,-2.485481237
0,Red,Trapezoid,Small,2,3,-0.4043465311
0,Red,Trapezoid,Small,7,7,5.53857684
0,Blue,Circle,Average,7,1,4.08843245
0,Red,Triangle,Average,7,3,5.772658595
0,Red,Circle,Average,3,8,-1.466719464
0,Red,Trapezoid,Average,7,5,2.726699104
0,Green,Circle,Big,7,12,7.147066844
0,Blue,Circle,Big,6,6,-0.1786499145
,Blue,Triangle,Average,7,1,2.422767215
0,Blue,Circle,Big,,7,0.1465340368
0,Red,Triangle,Big,7,5,3.544621134
0,Red,Trapezoid,Big,6,1,7.687299854
0,Blue,Trapezoid,Big,3,5,-1.977114437
0,Green,Triangle,Small,7,5,9.411302151
0,Red,Trapezoid,Big,2,2,3.170605012
0,Blue,Polygon,Big,4,6,1.626394042
0,Red,Triangle,Small,7,11,0.9992802972
0,Blue,Polygon,,6,2,-0.8275283984
0,Red,Triangle,Average,1,3,-3.826171353
,Red,Circle,Big,2,12,4.6948793
0,Red,Triangle,Small,6,8,4.251830772
0,Red,Polygon,Big,1,6,5.413645692
0,Blue,Triangle,Big,7,8,-1.904024792
0,Red,Circle,Big,6,11,-2.951171777
0,Blue,Triangle,Average,1,11,1.340502475
0,Red,Circle,Small,6,8,4.450437393
0,Blue,Trapezoid,Small,,12,1.556271055
0,Red,Square,Small,6,12,2.157545816
0,Red,Circle,Big,3,3,0.4943141065
0,Blue,Star,Big,1,6,0.2702497882
0,Blue,Triangle,Small,5,1,1.375663846
0,Red,Trapezoid,Average,6,4,11.23329257
0,Red,Triangle,Small,6,5,2.014821715
,Red,Trapezoid,Small,2,8,4.772313648
0,Blue,Trapezoid,Small,3,4,5.135670376
1,Red,Circle,Small,2,1,-1.096309574
0,Red,Circle,Small,7,2,8.799340419
,Red,Polygon,Big,5,3,8.424645673
0,Red,Trapezoid,Big,7,5,3.228427183
0,Blue,,Average,,2,0.09715345353
,,Trapezoid,Small,5,2,2.33740565
0,Red,Polygon,Average,7,4,4.648133863
1,Blue,Polygon,Average,7,7,1.902173685
0,Blue,Trapezoid,Big,1,6,3.278484381
0,Blue,Triangle,Small,5,7,0.8957359527
0,Blue,Triangle,Big,1,5,-0.7450037158
1,Blue,Trapezoid,Small,5,2,-2.777746045
0,Blue,Trapezoid,Average,7,3,2.814474903
0,Red,Polygon,Small,2,8,5.454605368
0,Red,,Average,3,12,1.466112369
0,Blue,Trapezoid,Small,7,12,-1.202490675
0,Blue,Triangle,Big,5,12,0.8679096546
0,Blue,,Average,6,12,1.616462184
0,Green,Polygon,Big,1,12,-0.8815332025
0,Red,Triangle,Big,5,3,5.526775497
0,Red,Triangle,Average,7,5,0.8682569515
1,,Polygon,Big,1,6,5.899727674
0,Red,Triangle,Small,7,3,0.2518943579
0,Blue,Circle,Average,3,6,0.01563501621
0,Red,Polygon,Big,1,1,-0.7648971416
0,Blue,Triangle,Big,5,8,-1.223485259
0,,Polygon,,5,8,-2.520107564
0,Red,Polygon,Big,3,3,1.315674065
0,Red,Triangle,Big,3,1,4.608004239
0,Red,Trapezoid,Small,3,8,1.095861646
0,Red,Triangle,Average,7,5,-0.2570554093
0,Blue,Trapezoid,Small,,11,3.450594812
0,Red,Triangle,,7,7,0.03416051155
0,Blue,Triangle,Small,4,12,5.867196327
0,Blue,,Big,2,,2.258058616
0,Blue,Trapezoid,,2,1,-5.00531288
0,Green,Trapezoid,Big,5,2,0.28172449
0,Red,Polygon,Average,6,7,5.949182447
0,Blue,Triangle,Small,7,3,-0.9943153359
,Blue,Polygon,Average,1,12,-0.6720687366
0,Blue,Polygon,Average,3,11,4.280999118
0,Red,Square,Small,4,5,5.331352389
0,Blue,Triangle,Small,6,12,6.188564734
0,Red,Circle,Small,,5,0.4819200708
0,Red,Circle,Big,2,8,1.322800145
0,Red,Square,Big,1,7,4.436449996
0,Red,Polygon,Average,,7,2.146823824
0,Blue,Trapezoid,Big,3,8,4.791953896
0,Blue,Polygon,Big,6,12,-0.8862418439
0,Blue,Triangle,Small,5,7,0.3761878506
0,Red,Trapezoid,Small,1,11,5.868361713
0,Red,Polygon,Big,1,5,0.2373945786
0,Red,Circle,Small,7,7,3.94032219
0,Blue,Trapezoid,Average,5,4,4.394198127
