cdatetime,address,district,beat,grid,crimedescr,ucr_ncic_code,latitude,longitude
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,2,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
1/***********,****************************************,3,**,"[102, 1662[",******************************,"[909, 8103[","[38.438, 39.684[","[-121.556, -120.365["
